"plotid"	"plothalfid1"	"inv"	"year"	"variable"	"value"	"note"	"varType"	"measLevel"
"3472"	3	"N_3"	"N"	2011	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"
"3473"	3	"N_3"	"N"	2012	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"
"3474"	3	"N_3"	"N"	2013	"BA_total"	0.3421705056	NA	"overstoryParam"	"plot"
"3475"	4	"I_4"	"I"	2011	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"
"3476"	4	"I_4"	"I"	2012	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"
"3477"	4	"I_4"	"I"	2013	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"
"3478"	4	"N_4"	"N"	2011	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"
"3479"	4	"N_4"	"N"	2012	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"
"3480"	4	"N_4"	"N"	2013	"BA_total"	0.2513012964	NA	"overstoryParam"	"plot"
"3481"	5	"I_5"	"I"	2011	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"
"3482"	5	"I_5"	"I"	2012	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"
"3483"	5	"I_5"	"I"	2013	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"
"3484"	5	"N_5"	"N"	2011	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"
"3485"	5	"N_5"	"N"	2012	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"
"3486"	5	"N_5"	"N"	2013	"BA_total"	0.143798886	NA	"overstoryParam"	"plot"
"3487"	6	"I_6"	"I"	2011	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"
"3488"	6	"I_6"	"I"	2012	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"
"3489"	6	"I_6"	"I"	2013	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"
"3490"	6	"N_6"	"N"	2011	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"
"3491"	6	"N_6"	"N"	2012	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"
"3492"	6	"N_6"	"N"	2013	"BA_total"	0.1193784438	NA	"overstoryParam"	"plot"
"3493"	7	"I_7"	"I"	2011	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"
"3494"	7	"I_7"	"I"	2012	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"
"3495"	7	"I_7"	"I"	2013	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"
"3496"	7	"N_7"	"N"	2011	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"
"3497"	7	"N_7"	"N"	2012	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"
"3498"	7	"N_7"	"N"	2013	"BA_total"	0.1869786072	NA	"overstoryParam"	"plot"
"3499"	8	"I_8"	"I"	2011	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"
"3500"	8	"I_8"	"I"	2012	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"
"3501"	8	"I_8"	"I"	2013	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"
"3502"	8	"N_8"	"N"	2011	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"
"3503"	8	"N_8"	"N"	2012	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"
"3504"	8	"N_8"	"N"	2013	"BA_total"	0.231665511	NA	"overstoryParam"	"plot"
"3505"	9	"I_9"	"I"	2011	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"
"3506"	9	"I_9"	"I"	2012	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"
"3507"	9	"I_9"	"I"	2013	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"
"3508"	9	"N_9"	"N"	2011	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"
"3509"	9	"N_9"	"N"	2012	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"
"3510"	9	"N_9"	"N"	2013	"BA_total"	0.6801100614	NA	"overstoryParam"	"plot"
"3511"	10	"I_10"	"I"	2011	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"
"3512"	10	"I_10"	"I"	2012	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"
"3513"	10	"I_10"	"I"	2013	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"
"3514"	10	"N_10"	"N"	2011	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"
"3515"	10	"N_10"	"N"	2012	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"
"3516"	10	"N_10"	"N"	2013	"BA_total"	0.0773406942	NA	"overstoryParam"	"plot"
"3517"	11	"I_11"	"I"	2011	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"
"3518"	11	"I_11"	"I"	2012	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"
"3519"	11	"I_11"	"I"	2013	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"
"3520"	11	"N_11"	"N"	2011	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"
"3521"	11	"N_11"	"N"	2012	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"
"3522"	11	"N_11"	"N"	2013	"BA_total"	0.1832094726	NA	"overstoryParam"	"plot"
"3523"	12	"I_12"	"I"	2011	"BA_total"	0	NA	"overstoryParam"	"plot"
"3524"	12	"I_12"	"I"	2012	"BA_total"	0	NA	"overstoryParam"	"plot"
"3525"	12	"I_12"	"I"	2013	"BA_total"	0	NA	"overstoryParam"	"plot"
"3526"	12	"N_12"	"N"	2011	"BA_total"	0	NA	"overstoryParam"	"plot"
"3527"	12	"N_12"	"N"	2012	"BA_total"	0	NA	"overstoryParam"	"plot"
"3528"	12	"N_12"	"N"	2013	"BA_total"	0	NA	"overstoryParam"	"plot"
"3529"	13	"I_13"	"I"	2011	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"
"3530"	13	"I_13"	"I"	2012	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"
"3531"	13	"I_13"	"I"	2013	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"
"3532"	13	"N_13"	"N"	2011	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"
"3533"	13	"N_13"	"N"	2012	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"
"3534"	13	"N_13"	"N"	2013	"BA_total"	0.2008801872	NA	"overstoryParam"	"plot"
"3535"	14	"I_14"	"I"	2011	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"
"3536"	14	"I_14"	"I"	2012	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"
"3537"	14	"I_14"	"I"	2013	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"
"3538"	14	"N_14"	"N"	2011	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"
"3539"	14	"N_14"	"N"	2012	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"
"3540"	14	"N_14"	"N"	2013	"BA_total"	0.1770660738	NA	"overstoryParam"	"plot"
"3541"	15	"I_15"	"I"	2011	"BA_total"	0	NA	"overstoryParam"	"plot"
"3542"	15	"I_15"	"I"	2012	"BA_total"	0	NA	"overstoryParam"	"plot"
"3543"	15	"I_15"	"I"	2013	"BA_total"	0	NA	"overstoryParam"	"plot"
"3544"	15	"N_15"	"N"	2011	"BA_total"	0	NA	"overstoryParam"	"plot"
"3545"	15	"N_15"	"N"	2012	"BA_total"	0	NA	"overstoryParam"	"plot"
"3546"	15	"N_15"	"N"	2013	"BA_total"	0	NA	"overstoryParam"	"plot"
"3547"	16	"I_16"	"I"	2011	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"
"3548"	16	"I_16"	"I"	2012	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"
"3549"	16	"I_16"	"I"	2013	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"
"3550"	16	"N_16"	"N"	2011	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"
"3551"	16	"N_16"	"N"	2012	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"
"3552"	16	"N_16"	"N"	2013	"BA_total"	0.2561236524	NA	"overstoryParam"	"plot"
"3553"	17	"I_17"	"I"	2011	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"
"3554"	17	"I_17"	"I"	2012	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"
"3555"	17	"I_17"	"I"	2013	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"
"3556"	17	"N_17"	"N"	2011	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"
"3557"	17	"N_17"	"N"	2012	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"
"3558"	17	"N_17"	"N"	2013	"BA_total"	0.1758848322	NA	"overstoryParam"	"plot"
"3559"	18	"I_18"	"I"	2011	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"
"3560"	18	"I_18"	"I"	2012	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"
"3561"	18	"I_18"	"I"	2013	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"
"3562"	18	"N_18"	"N"	2011	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"
"3563"	18	"N_18"	"N"	2012	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"
"3564"	18	"N_18"	"N"	2013	"BA_total"	0.1354532256	NA	"overstoryParam"	"plot"
"3565"	1	"I_1"	"I"	2011	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3566"	1	"I_1"	"I"	2012	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3567"	1	"I_1"	"I"	2013	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3568"	1	"N_1"	"N"	2011	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3569"	1	"N_1"	"N"	2012	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3570"	1	"N_1"	"N"	2013	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3571"	2	"I_2"	"I"	2011	"PercBA_ECM"	81.0895595108156	NA	"overstoryParam"	"plot"
"3572"	2	"I_2"	"I"	2012	"PercBA_ECM"	81.0895595108156	NA	"overstoryParam"	"plot"
"3573"	2	"I_2"	"I"	2013	"PercBA_ECM"	81.0895595108156	NA	"overstoryParam"	"plot"
"3574"	2	"N_2"	"N"	2011	"PercBA_ECM"	81.0895595108156	NA	"overstoryParam"	"plot"
"3575"	2	"N_2"	"N"	2012	"PercBA_ECM"	81.0895595108156	NA	"overstoryParam"	"plot"
"3576"	2	"N_2"	"N"	2013	"PercBA_ECM"	81.0895595108156	NA	"overstoryParam"	"plot"
"3577"	3	"I_3"	"I"	2011	"PercBA_ECM"	73.9328932388263	NA	"overstoryParam"	"plot"
"3578"	3	"I_3"	"I"	2012	"PercBA_ECM"	73.9328932388263	NA	"overstoryParam"	"plot"
"3579"	3	"I_3"	"I"	2013	"PercBA_ECM"	73.9328932388263	NA	"overstoryParam"	"plot"
"3580"	3	"N_3"	"N"	2011	"PercBA_ECM"	73.9328932388263	NA	"overstoryParam"	"plot"
"3581"	3	"N_3"	"N"	2012	"PercBA_ECM"	73.9328932388263	NA	"overstoryParam"	"plot"
"3582"	3	"N_3"	"N"	2013	"PercBA_ECM"	73.9328932388263	NA	"overstoryParam"	"plot"
"3583"	4	"I_4"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3584"	4	"I_4"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3585"	4	"I_4"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3586"	4	"N_4"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3587"	4	"N_4"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3588"	4	"N_4"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3589"	5	"I_5"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3590"	5	"I_5"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3591"	5	"I_5"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3592"	5	"N_5"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3593"	5	"N_5"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3594"	5	"N_5"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3595"	6	"I_6"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3596"	6	"I_6"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3597"	6	"I_6"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3598"	6	"N_6"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3599"	6	"N_6"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3600"	6	"N_6"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3601"	7	"I_7"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3602"	7	"I_7"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3603"	7	"I_7"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3604"	7	"N_7"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3605"	7	"N_7"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3606"	7	"N_7"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3607"	8	"I_8"	"I"	2011	"PercBA_ECM"	94.6176665028054	NA	"overstoryParam"	"plot"
"3608"	8	"I_8"	"I"	2012	"PercBA_ECM"	94.6176665028054	NA	"overstoryParam"	"plot"
"3609"	8	"I_8"	"I"	2013	"PercBA_ECM"	94.6176665028054	NA	"overstoryParam"	"plot"
"3610"	8	"N_8"	"N"	2011	"PercBA_ECM"	94.6176665028054	NA	"overstoryParam"	"plot"
"3611"	8	"N_8"	"N"	2012	"PercBA_ECM"	94.6176665028054	NA	"overstoryParam"	"plot"
"3612"	8	"N_8"	"N"	2013	"PercBA_ECM"	94.6176665028054	NA	"overstoryParam"	"plot"
"3613"	9	"I_9"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3614"	9	"I_9"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3615"	9	"I_9"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3616"	9	"N_9"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3617"	9	"N_9"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3618"	9	"N_9"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3619"	10	"I_10"	"I"	2011	"PercBA_ECM"	64.4887431072477	NA	"overstoryParam"	"plot"
"3620"	10	"I_10"	"I"	2012	"PercBA_ECM"	64.4887431072477	NA	"overstoryParam"	"plot"
"3621"	10	"I_10"	"I"	2013	"PercBA_ECM"	64.4887431072477	NA	"overstoryParam"	"plot"
"3622"	10	"N_10"	"N"	2011	"PercBA_ECM"	64.4887431072477	NA	"overstoryParam"	"plot"
"3623"	10	"N_10"	"N"	2012	"PercBA_ECM"	64.4887431072477	NA	"overstoryParam"	"plot"
"3624"	10	"N_10"	"N"	2013	"PercBA_ECM"	64.4887431072477	NA	"overstoryParam"	"plot"
"3625"	11	"I_11"	"I"	2011	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3626"	11	"I_11"	"I"	2012	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3627"	11	"I_11"	"I"	2013	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3628"	11	"N_11"	"N"	2011	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3629"	11	"N_11"	"N"	2012	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3630"	11	"N_11"	"N"	2013	"PercBA_ECM"	100	NA	"overstoryParam"	"plot"
"3631"	12	"I_12"	"I"	2011	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3632"	12	"I_12"	"I"	2012	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3633"	12	"I_12"	"I"	2013	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3634"	12	"N_12"	"N"	2011	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3635"	12	"N_12"	"N"	2012	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3636"	12	"N_12"	"N"	2013	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3637"	13	"I_13"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3638"	13	"I_13"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3639"	13	"I_13"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3640"	13	"N_13"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3641"	13	"N_13"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3642"	13	"N_13"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3643"	14	"I_14"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3644"	14	"I_14"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3645"	14	"I_14"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3646"	14	"N_14"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3647"	14	"N_14"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3648"	14	"N_14"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3649"	15	"I_15"	"I"	2011	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3650"	15	"I_15"	"I"	2012	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3651"	15	"I_15"	"I"	2013	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3652"	15	"N_15"	"N"	2011	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3653"	15	"N_15"	"N"	2012	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3654"	15	"N_15"	"N"	2013	"PercBA_ECM"	NA	NA	"overstoryParam"	"plot"
"3655"	16	"I_16"	"I"	2011	"PercBA_ECM"	10.3819003636854	NA	"overstoryParam"	"plot"
"3656"	16	"I_16"	"I"	2012	"PercBA_ECM"	10.3819003636854	NA	"overstoryParam"	"plot"
"3657"	16	"I_16"	"I"	2013	"PercBA_ECM"	10.3819003636854	NA	"overstoryParam"	"plot"
"3658"	16	"N_16"	"N"	2011	"PercBA_ECM"	10.3819003636854	NA	"overstoryParam"	"plot"
"3659"	16	"N_16"	"N"	2012	"PercBA_ECM"	10.3819003636854	NA	"overstoryParam"	"plot"
"3660"	16	"N_16"	"N"	2013	"PercBA_ECM"	10.3819003636854	NA	"overstoryParam"	"plot"
"3661"	17	"I_17"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3662"	17	"I_17"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3663"	17	"I_17"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3664"	17	"N_17"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3665"	17	"N_17"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3666"	17	"N_17"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3667"	18	"I_18"	"I"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3668"	18	"I_18"	"I"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3669"	18	"I_18"	"I"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3670"	18	"N_18"	"N"	2011	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3671"	18	"N_18"	"N"	2012	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"3672"	18	"N_18"	"N"	2013	"PercBA_ECM"	0	NA	"overstoryParam"	"plot"
"1369"	1	"I_1"	"I"	2012	"nhi_F"	1.7665	"aggregated by depth"	"measCat"	"plothalf"
"1370"	1	"I_1"	"I"	2012	"noi_F"	1.97495	"aggregated by depth"	"measCat"	"plothalf"
"1371"	1	"I_1"	"I"	2012	"toti_F"	3.74145	"aggregated by depth"	"measCat"	"plothalf"
"1372"	1	"I_1"	"I"	2012	"ammonifd_F"	-0.03965	"aggregated by depth"	"measCat"	"plothalf"
"1373"	1	"I_1"	"I"	2012	"nitrifd_F"	0.05725	"aggregated by depth"	"measCat"	"plothalf"
"1374"	1	"I_1"	"I"	2012	"minzd_F"	0.0176	"aggregated by depth"	"measCat"	"plothalf"
"1375"	1	"I_1"	"I"	2012	"soilmoi_F"	12.01005	"aggregated by depth"	"measCat"	"plothalf"
"1376"	1	"I_1"	"I"	2012	"som_F"	3.48825	"aggregated by depth"	"measCat"	"plothalf"
"1377"	1	"I_1"	"I"	2013	"nhi_F"	1.00305	"aggregated by depth"	"measCat"	"plothalf"
"1378"	1	"I_1"	"I"	2013	"noi_F"	1.1555	"aggregated by depth"	"measCat"	"plothalf"
"1379"	1	"I_1"	"I"	2013	"toti_F"	2.15855	"aggregated by depth"	"measCat"	"plothalf"
"1380"	1	"I_1"	"I"	2013	"ammonifd_F"	0.3968	"aggregated by depth"	"measCat"	"plothalf"
"1381"	1	"I_1"	"I"	2013	"nitrifd_F"	0.03955	"aggregated by depth"	"measCat"	"plothalf"
"1382"	1	"I_1"	"I"	2013	"minzd_F"	0.43635	"aggregated by depth"	"measCat"	"plothalf"
"1383"	1	"I_1"	"I"	2013	"soilmoi_F"	14.88695	"aggregated by depth"	"measCat"	"plothalf"
"1384"	1	"I_1"	"I"	2013	"som_F"	4.26835	"aggregated by depth"	"measCat"	"plothalf"
"1385"	1	"N_1"	"N"	2012	"nhi_F"	1.6664	"aggregated by depth"	"measCat"	"plothalf"
"1386"	1	"N_1"	"N"	2012	"noi_F"	2.2504	"aggregated by depth"	"measCat"	"plothalf"
"1387"	1	"N_1"	"N"	2012	"toti_F"	3.9168	"aggregated by depth"	"measCat"	"plothalf"
"1388"	1	"N_1"	"N"	2012	"ammonifd_F"	0.06285	"aggregated by depth"	"measCat"	"plothalf"
"1389"	1	"N_1"	"N"	2012	"nitrifd_F"	-0.0375	"aggregated by depth"	"measCat"	"plothalf"
"1390"	1	"N_1"	"N"	2012	"minzd_F"	0.02535	"aggregated by depth"	"measCat"	"plothalf"
"1391"	1	"N_1"	"N"	2012	"soilmoi_F"	7.8621	"aggregated by depth"	"measCat"	"plothalf"
"1392"	1	"N_1"	"N"	2012	"som_F"	3.5233	"aggregated by depth"	"measCat"	"plothalf"
"1393"	1	"N_1"	"N"	2013	"nhi_F"	1.51385	"aggregated by depth"	"measCat"	"plothalf"
"1394"	1	"N_1"	"N"	2013	"noi_F"	0.07835	"aggregated by depth"	"measCat"	"plothalf"
"1395"	1	"N_1"	"N"	2013	"toti_F"	1.5921	"aggregated by depth"	"measCat"	"plothalf"
"1396"	1	"N_1"	"N"	2013	"ammonifd_F"	0.05615	"aggregated by depth"	"measCat"	"plothalf"
"1397"	1	"N_1"	"N"	2013	"nitrifd_F"	0.1902	"aggregated by depth"	"measCat"	"plothalf"
"1398"	1	"N_1"	"N"	2013	"minzd_F"	0.25285	"aggregated by depth"	"measCat"	"plothalf"
"1399"	1	"N_1"	"N"	2013	"soilmoi_F"	10.20095	"aggregated by depth"	"measCat"	"plothalf"
"1400"	1	"N_1"	"N"	2013	"som_F"	4.7704	"aggregated by depth"	"measCat"	"plothalf"
"1401"	2	"I_2"	"I"	2012	"nhi_F"	1.76745	"aggregated by depth"	"measCat"	"plothalf"
"1402"	2	"I_2"	"I"	2012	"noi_F"	3.5761	"aggregated by depth"	"measCat"	"plothalf"
"1403"	2	"I_2"	"I"	2012	"toti_F"	5.34355	"aggregated by depth"	"measCat"	"plothalf"
"1404"	2	"I_2"	"I"	2012	"ammonifd_F"	0.1137	"aggregated by depth"	"measCat"	"plothalf"
"14051"	2	"I_2"	"I"	2012	"nitrifd_F"	-0.02605	"aggregated by depth"	"measCat"	"plothalf"
"1406"	2	"I_2"	"I"	2012	"minzd_F"	0.08765	"aggregated by depth"	"measCat"	"plothalf"
"1407"	2	"I_2"	"I"	2012	"soilmoi_F"	13.13215	"aggregated by depth"	"measCat"	"plothalf"
"14081"	2	"I_2"	"I"	2012	"som_F"	5.2169	"aggregated by depth"	"measCat"	"plothalf"
"1409"	2	"I_2"	"I"	2013	"nhi_F"	1.895	"aggregated by depth"	"measCat"	"plothalf"
"1410"	2	"I_2"	"I"	2013	"noi_F"	0.6375	"aggregated by depth"	"measCat"	"plothalf"
"14111"	2	"I_2"	"I"	2013	"toti_F"	2.53245	"aggregated by depth"	"measCat"	"plothalf"
"1412"	2	"I_2"	"I"	2013	"ammonifd_F"	0.32675	"aggregated by depth"	"measCat"	"plothalf"
"1413"	2	"I_2"	"I"	2013	"nitrifd_F"	0.10815	"aggregated by depth"	"measCat"	"plothalf"
"14141"	2	"I_2"	"I"	2013	"minzd_F"	0.4349	"aggregated by depth"	"measCat"	"plothalf"
"1415"	2	"I_2"	"I"	2013	"soilmoi_F"	15.65375	"aggregated by depth"	"measCat"	"plothalf"
"1416"	2	"I_2"	"I"	2013	"som_F"	5.408	"aggregated by depth"	"measCat"	"plothalf"
"14171"	2	"N_2"	"N"	2012	"nhi_F"	1.63115	"aggregated by depth"	"measCat"	"plothalf"
"1418"	2	"N_2"	"N"	2012	"noi_F"	2.3567	"aggregated by depth"	"measCat"	"plothalf"
"1419"	2	"N_2"	"N"	2012	"toti_F"	3.98785	"aggregated by depth"	"measCat"	"plothalf"
"14201"	2	"N_2"	"N"	2012	"ammonifd_F"	0.01665	"aggregated by depth"	"measCat"	"plothalf"
"1421"	2	"N_2"	"N"	2012	"nitrifd_F"	0.01115	"aggregated by depth"	"measCat"	"plothalf"
"1422"	2	"N_2"	"N"	2012	"minzd_F"	0.02775	"aggregated by depth"	"measCat"	"plothalf"
"14231"	2	"N_2"	"N"	2012	"soilmoi_F"	9.01115	"aggregated by depth"	"measCat"	"plothalf"
"1424"	2	"N_2"	"N"	2012	"som_F"	3.6899	"aggregated by depth"	"measCat"	"plothalf"
"1425"	2	"N_2"	"N"	2013	"nhi_F"	2.5882	"aggregated by depth"	"measCat"	"plothalf"
"14261"	2	"N_2"	"N"	2013	"noi_F"	0.5909	"aggregated by depth"	"measCat"	"plothalf"
"1427"	2	"N_2"	"N"	2013	"toti_F"	3.1791	"aggregated by depth"	"measCat"	"plothalf"
"1428"	2	"N_2"	"N"	2013	"ammonifd_F"	-0.0105	"aggregated by depth"	"measCat"	"plothalf"
"14291"	2	"N_2"	"N"	2013	"nitrifd_F"	0.08725	"aggregated by depth"	"measCat"	"plothalf"
"1430"	2	"N_2"	"N"	2013	"minzd_F"	0.07675	"aggregated by depth"	"measCat"	"plothalf"
"1431"	2	"N_2"	"N"	2013	"soilmoi_F"	13.52115	"aggregated by depth"	"measCat"	"plothalf"
"14321"	2	"N_2"	"N"	2013	"som_F"	4.7671	"aggregated by depth"	"measCat"	"plothalf"
"1433"	3	"I_3"	"I"	2012	"nhi_F"	1.75925	"aggregated by depth"	"measCat"	"plothalf"
