"year"	"plothalfid"	"plothalfname"	"plotid"	"plotname"	"inv"	"depth"	"variable"	"value"
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"nitrifd"	-0.0048
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"nitrifd"	0.056
"2011"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"F"	"nitrifd"	0.0044
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"nitrifd"	0.2695
"2011"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"F"	"nitrifd"	NA
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"nitrifd"	-0.0147
"2011"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"F"	"nitrifd"	0.0042
"2011"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"F"	"nitrifd"	5e-04
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"nitrifd"	0.0855
"2011"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"F"	"nitrifd"	0.0037
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"nitrifd"	0.0393
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"nitrifd"	NA
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"nitrifd"	-0.0144
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"nitrifd"	0.0641
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"nitrifd"	0.0633
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"nitrifd"	0.1273
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"nitrifd"	0.398
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"nitrifd"	0.0648
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"nitrifd"	0.0651
"2011"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"F"	"nitrifd"	0.0063
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"nitrifd"	0.0023
"2011"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"F"	"nitrifd"	0.0033
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"nitrifd"	0.0959
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"nitrifd"	NA
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"nitrifd"	0.0621
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"nitrifd"	0.1093
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"nitrifd"	0.0617
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"nitrifd"	0.0252
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"nitrifd"	0.0067
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"nitrifd"	0.205
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"nitrifd"	0.0356
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"nitrifd"	0.0286
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"nitrifd"	0.2109
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"nitrifd"	0.0618
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"nitrifd"	0.1045
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"nitrifd"	0.0919
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"nitrifd"	0.0136
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"nitrifd"	0.4055
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"nitrifd"	0.1104
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"nitrifd"	0.0817
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"nitrifd"	-0.0192
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"nitrifd"	-0.0484
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"nitrifd"	-0.0079
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"nitrifd"	0.0559
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"minzd"	0.1961
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"minzd"	0.5672
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"minzd"	-0.2131
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"minzd"	0.2637
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"minzd"	1.2033
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"minzd"	-0.0421
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"minzd"	0.1609
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"minzd"	0.6716
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"minzd"	0.3147
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"minzd"	-0.0467
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"minzd"	0.4369
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"minzd"	0.1339
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"minzd"	0.1808
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"minzd"	0.1665
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"minzd"	-0.1093
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"minzd"	0.2496
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"minzd"	-0.0543
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"minzd"	0.4029
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"minzd"	1.3092
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"minzd"	0.6759
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"minzd"	0.1505
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"minzd"	0.3483
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"minzd"	0.2445
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"minzd"	0.115
"2011"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"F"	"minzd"	0.0094
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"minzd"	0.4249
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"minzd"	0.2534
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"minzd"	0.1837
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"minzd"	0.6223
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"minzd"	0.3875
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"minzd"	1.5666
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"minzd"	0.1491
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"minzd"	-0.0159
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"minzd"	-0.0342
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"minzd"	0.1541
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"minzd"	0.1268
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"minzd"	-0.1077
"2011"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"F"	"minzd"	0.0046
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"minzd"	0.0923
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"minzd"	0.5754
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"minzd"	0.0341
"2011"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"F"	"minzd"	0.0056
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"minzd"	0.7531
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"minzd"	0.2488
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"minzd"	-0.0607
"2011"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"F"	"minzd"	0.0038
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"minzd"	0.4269
"2011"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"F"	"minzd"	0.0061
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"minzd"	0.3338
"2011"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"F"	"minzd"	0.015
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"minzd"	0.2917
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"minzd"	0.0562
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"minzd"	0.4469
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"minzd"	0.2438
"2011"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"F"	"minzd"	0.0075
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"minzd"	0.8831
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"minzd"	0.0511
"2011"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"F"	"minzd"	0.0091
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"minzd"	0.0638
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"minzd"	0.1037
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"minzd"	0.1916
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"minzd"	0.2196
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"minzd"	0.6369
"2011"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"F"	"minzd"	0.0045
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"minzd"	0.0823
"2011"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"F"	"minzd"	0.0015
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"minzd"	0.1117
"2011"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"F"	"minzd"	0.0245
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"minzd"	0.1338
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"minzd"	0.1592
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"minzd"	0.5173
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"minzd"	0.2285
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"minzd"	-0.0185
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"minzd"	0.0301
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"minzd"	-0.0566
"2011"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"F"	"minzd"	0.0042
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"minzd"	-0.0277
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"minzd"	0.0887
"2011"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"F"	"minzd"	0.0045
"2011"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"F"	"minzd"	0.0052
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"minzd"	0.0825
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"T"	"minzd"	-0.1418
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"B"	"minzd"	0.1422
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"minzd"	0.0659
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"minzd"	0.5724
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"minzd"	0.0463
"2011"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"F"	"minzd"	0.0037
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"B"	"minzd"	-0.1121
"2011"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"F"	"minzd"	0.0083
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"minzd"	1.2503
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"minzd"	0.2032
"2011"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"F"	"minzd"	0.0086
"2011"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"F"	"minzd"	0.007
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"minzd"	0.3975
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"T"	"minzd"	-0.1435
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"T"	"minzd"	0.0368
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"minzd"	0.0998
"2013"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"minzd"	0.1806
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"T"	"minzd"	0.3627
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"T"	"minzd"	0.2288
"2011"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"F"	"minzd"	7e-04
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"B"	"minzd"	0.3089
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"minzd"	-0.0038
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"minzd"	0.2321
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"B"	"minzd"	0.1893
"2013"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"minzd"	0.7087
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"minzd"	-0.0252
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"minzd"	-0.0094
"2011"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"F"	"minzd"	0.0018
"2012"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"minzd"	-0.0341
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"minzd"	0.0262
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"minzd"	0.2742
"2011"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"F"	"minzd"	-0.0018
"2011"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"F"	"minzd"	0.0019
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"B"	"minzd"	0.0665
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"B"	"minzd"	0.1741
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"B"	"minzd"	0.1583
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"T"	"minzd"	0.0057
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"minzd"	0.0128
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"B"	"minzd"	0.0144
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"minzd"	-0.0403
"2011"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"F"	"minzd"	0.0075
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"minzd"	-0.0259
"2011"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"F"	"minzd"	0.0073
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"minzd"	0.3744
"2012"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"B"	"minzd"	0.3126
"2011"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"F"	"minzd"	0.0121
"2011"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"F"	"minzd"	-8e-04
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"T"	"minzd"	0.1033
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"minzd"	0.1724
"2011"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"F"	"minzd"	0.0049
"2013"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"minzd"	-0.1551
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"B"	"minzd"	-0.0609
"2011"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"F"	"minzd"	0.0061
"2011"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"F"	"minzd"	2e-04
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"B"	"minzd"	0.1227
"2012"	"18"	"CEB_C_N"	"9"	"CEB_C"	"N"	"B"	"minzd"	-0.0211
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"B"	"minzd"	-0.04
"2011"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"F"	"minzd"	0.0033
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"B"	"minzd"	0.2023
"2011"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"F"	"minzd"	0.0059
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"minzd"	0.0212
"2011"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"F"	"minzd"	0.0033
"2011"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"F"	"minzd"	3e-04
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"B"	"minzd"	0.2475
"2011"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"F"	"minzd"	0.0067
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"B"	"minzd"	0.145
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"minzd"	0.1719
"2013"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"B"	"minzd"	-0.0071
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"B"	"minzd"	-0.0463
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"minzd"	0.1365
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"B"	"minzd"	0.0825
"2013"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"minzd"	0.3313
"2012"	"15"	"CEB_B_I"	"8"	"CEB_B"	"I"	"B"	"minzd"	0.0106
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"B"	"minzd"	0.0114
"2011"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"F"	"minzd"	0.0081
"2012"	"5"	"G2_C_I"	"3"	"G2_C"	"I"	"B"	"minzd"	-0.045
"2011"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"F"	"minzd"	0.0034
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"minzd"	0.007
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"minzd"	0.2125
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"B"	"minzd"	0.0165
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"B"	"minzd"	0.1858
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"minzd"	-0.0201
"2012"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"minzd"	0.0429
"2012"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"minzd"	-0.0257
"2013"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"B"	"minzd"	0.1937
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"minzd"	0.1877
"2012"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"minzd"	-0.0138
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"minzd"	0.0943
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"B"	"minzd"	0.0097
"2013"	"32"	"G13_D_N"	"16"	"G13_D"	"N"	"B"	"minzd"	0.0645
"2013"	"11"	"LL_C_I"	"6"	"LL_C"	"I"	"B"	"minzd"	0.0779
"2012"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"B"	"minzd"	-0.032
"2013"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"minzd"	0.1532
"2012"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"minzd"	0.0537
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"B"	"minzd"	0.0258
"2012"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"B"	"minzd"	-0.0562
"2012"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"B"	"minzd"	-0.0831
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"B"	"minzd"	0.6239
"2013"	"12"	"LL_C_N"	"6"	"LL_C"	"N"	"B"	"minzd"	0.0542
"2012"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"soilmoi"	23.9583
"2013"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"soilmoi"	31.508
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"T"	"soilmoi"	13.308
"2012"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"soilmoi"	26.7658
"2013"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"soilmoi"	34.4944
"2013"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"soilmoi"	38.6811
"2012"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"soilmoi"	23.4818
"2012"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"soilmoi"	37.3188
"2012"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"T"	"soilmoi"	28.27
"2013"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"soilmoi"	45.6259
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"T"	"soilmoi"	31.694
"2013"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"soilmoi"	22.4324
"2012"	"24"	"G48_D_N"	"12"	"G48_D"	"N"	"B"	"soilmoi"	16.7785
"2012"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"soilmoi"	20.7171
"2013"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"soilmoi"	29.0279
"2013"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"soilmoi"	27.2845
"2012"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"T"	"soilmoi"	22.1675
"2013"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"soilmoi"	24.5149
"2013"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"T"	"soilmoi"	45.9726
"2013"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"T"	"soilmoi"	24.6642
"2012"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"soilmoi"	24.0816
"2012"	"34"	"K7_A_N"	"17"	"K7_A"	"N"	"T"	"soilmoi"	27.6699
"2012"	"10"	"LL_B_N"	"5"	"LL_B"	"N"	"T"	"soilmoi"	12.7358
"2012"	"28"	"G13_B_N"	"14"	"G13_B"	"N"	"T"	"soilmoi"	20.3125
"2011"	"14"	"CEB_A_N"	"7"	"CEB_A"	"N"	"F"	"soilmoi"	25.8929
"2013"	"36"	"K7_B_N"	"18"	"K7_B"	"N"	"T"	"soilmoi"	27.9923
"2012"	"17"	"CEB_C_I"	"9"	"CEB_C"	"I"	"T"	"soilmoi"	24.5536
"2012"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"soilmoi"	26.3959
"2013"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"soilmoi"	19.3443
"2013"	"6"	"G2_C_N"	"3"	"G2_C"	"N"	"T"	"soilmoi"	18.892
"2013"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"soilmoi"	22.506
"2012"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"soilmoi"	27.7778
"2013"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"T"	"soilmoi"	25.7937
"2013"	"4"	"G2_B_N"	"2"	"G2_B"	"N"	"T"	"soilmoi"	16.1372
"2012"	"3"	"G2_B_I"	"2"	"G2_B"	"I"	"T"	"soilmoi"	17.931
"2013"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"T"	"soilmoi"	18.6216
"2012"	"23"	"G48_D_I"	"12"	"G48_D"	"I"	"T"	"soilmoi"	14.0152
"2011"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"F"	"soilmoi"	22.9508
"2012"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"soilmoi"	9.5436
"2013"	"31"	"G13_D_I"	"16"	"G13_D"	"I"	"T"	"soilmoi"	17.8978
"2012"	"13"	"CEB_A_I"	"7"	"CEB_A"	"I"	"B"	"soilmoi"	25.7692
"2011"	"26"	"G13_A_N"	"13"	"G13_A"	"N"	"F"	"soilmoi"	17.77
"2013"	"35"	"K7_B_I"	"18"	"K7_B"	"I"	"T"	"soilmoi"	26.8452
"2013"	"1"	"G2_A_I"	"1"	"G2_A"	"I"	"T"	"soilmoi"	19.9027
"2012"	"29"	"G13_C_I"	"15"	"G13_C"	"I"	"T"	"soilmoi"	16.9935
"2011"	"19"	"G48_B_I"	"10"	"G48_B"	"I"	"F"	"soilmoi"	17.9331
"2013"	"33"	"K7_A_I"	"17"	"K7_A"	"I"	"T"	"soilmoi"	27.5073
"2011"	"25"	"G13_A_I"	"13"	"G13_A"	"I"	"F"	"soilmoi"	24.1379
"2013"	"2"	"G2_A_N"	"1"	"G2_A"	"N"	"T"	"soilmoi"	11.7796
"2011"	"22"	"G48_C_N"	"11"	"G48_C"	"N"	"F"	"soilmoi"	10.2473
"2013"	"7"	"LL_A_I"	"4"	"LL_A"	"I"	"T"	"soilmoi"	21.4315
"2012"	"30"	"G13_C_N"	"15"	"G13_C"	"N"	"T"	"soilmoi"	16.4634
"2013"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"soilmoi"	16.3823
"2013"	"27"	"G13_B_I"	"14"	"G13_B"	"I"	"T"	"soilmoi"	30.9464
"2011"	"20"	"G48_B_N"	"10"	"G48_B"	"N"	"F"	"soilmoi"	12.6761
"2013"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"soilmoi"	18.75
"2012"	"8"	"LL_A_N"	"4"	"LL_A"	"N"	"T"	"soilmoi"	12.5581
"2011"	"21"	"G48_C_I"	"11"	"G48_C"	"I"	"F"	"soilmoi"	15.4867
"2012"	"16"	"CEB_B_N"	"8"	"CEB_B"	"N"	"T"	"soilmoi"	18.8462
"2012"	"9"	"LL_B_I"	"5"	"LL_B"	"I"	"T"	"soilmoi"	12.234
